point_0,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,congestion
0.34,0.35,0.37,0.38,0.4,0.41,0.43,0.44,0.45,0.47,1
0.35,0.37,0.38,0.4,0.41,0.43,0.44,0.45,0.47,0.48,1
0.37,0.38,0.4,0.41,0.43,0.44,0.45,0.47,0.48,0.48,1
0.38,0.4,0.41,0.43,0.44,0.45,0.47,0.48,0.48,0.48,1
0.4,0.41,0.43,0.44,0.45,0.47,0.48,0.48,0.48,0.48,1
0.41,0.43,0.44,0.45,0.47,0.48,0.48,0.48,0.48,0.49,1
0.43,0.44,0.45,0.47,0.48,0.48,0.48,0.48,0.49,0.49,1
0.44,0.45,0.47,0.48,0.48,0.48,0.48,0.49,0.49,0.49,1
0.45,0.47,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,1
0.47,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,1
0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,1
0.48,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,1
0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,1
0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,1
0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,1
0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,1
0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,1
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,1
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,1
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,1
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,1
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,1
0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,1
0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.45,1
0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.45,0.43,1
0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.45,0.43,0.41,1
0.48,0.48,0.47,0.47,0.47,0.47,0.45,0.43,0.41,0.39,1
0.48,0.47,0.47,0.47,0.47,0.45,0.43,0.41,0.39,0.37,1
0.47,0.47,0.47,0.47,0.45,0.43,0.41,0.39,0.37,0.35,1
0.47,0.47,0.47,0.45,0.43,0.41,0.39,0.37,0.35,0.33,1
0.47,0.47,0.45,0.43,0.41,0.39,0.37,0.35,0.33,0.32,1
0.47,0.45,0.43,0.41,0.39,0.37,0.35,0.33,0.32,0.31,1
0.45,0.43,0.41,0.39,0.37,0.35,0.33,0.32,0.31,0.3,1
0.43,0.41,0.39,0.37,0.35,0.33,0.32,0.31,0.3,0.28,1
0.41,0.39,0.37,0.35,0.33,0.32,0.31,0.3,0.28,0.26,1
0.39,0.37,0.35,0.33,0.32,0.31,0.3,0.28,0.26,0.23,0
0.37,0.35,0.33,0.32,0.31,0.3,0.28,0.26,0.23,0.21,0
0.35,0.33,0.32,0.31,0.3,0.28,0.26,0.23,0.21,0.19,0
0.33,0.32,0.31,0.3,0.28,0.26,0.23,0.21,0.19,0.17,0
0.32,0.31,0.3,0.28,0.26,0.23,0.21,0.19,0.17,0.15,0
0.31,0.3,0.28,0.26,0.23,0.21,0.19,0.17,0.15,0.13,0
0.3,0.28,0.26,0.23,0.21,0.19,0.17,0.15,0.13,0.11,0
0.28,0.26,0.23,0.21,0.19,0.17,0.15,0.13,0.11,0.09,0
0.26,0.23,0.21,0.19,0.17,0.15,0.13,0.11,0.09,0.1,0
0.23,0.21,0.19,0.17,0.15,0.13,0.11,0.09,0.1,0.09,0
0.21,0.19,0.17,0.15,0.13,0.11,0.09,0.1,0.09,0.1,0
0.19,0.17,0.15,0.13,0.11,0.09,0.1,0.09,0.1,0.1,0
0.17,0.15,0.13,0.11,0.09,0.1,0.09,0.1,0.1,0.1,0
0.15,0.13,0.11,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0
0.13,0.11,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0
0.11,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0
0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0
0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0
0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.08,0
0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.08,0.09,0
0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0
0.1,0.1,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.1,0
0.1,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.1,0.11,0
0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0
0.09,0.08,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0
0.08,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.12,0
0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.12,0.13,0
0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0
0.09,0.09,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0
0.09,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.15,0
0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.15,0.16,0
0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.15,0.16,0.16,0
0.11,0.12,0.12,0.13,0.14,0.14,0.15,0.16,0.16,0.17,0
0.12,0.12,0.13,0.14,0.14,0.15,0.16,0.16,0.17,0.17,0
0.12,0.13,0.14,0.14,0.15,0.16,0.16,0.17,0.17,0.18,0
0.13,0.14,0.14,0.15,0.16,0.16,0.17,0.17,0.18,0.2,0
0.14,0.14,0.15,0.16,0.16,0.17,0.17,0.18,0.2,0.22,0
0.14,0.15,0.16,0.16,0.17,0.17,0.18,0.2,0.22,0.23,0
0.15,0.16,0.16,0.17,0.17,0.18,0.2,0.22,0.23,0.25,1
0.16,0.16,0.17,0.17,0.18,0.2,0.22,0.23,0.25,0.27,1
0.16,0.17,0.17,0.18,0.2,0.22,0.23,0.25,0.27,0.29,1
0.17,0.17,0.18,0.2,0.22,0.23,0.25,0.27,0.29,0.3,1
0.17,0.18,0.2,0.22,0.23,0.25,0.27,0.29,0.3,0.32,1
0.18,0.2,0.22,0.23,0.25,0.27,0.29,0.3,0.32,0.34,1
0.2,0.22,0.23,0.25,0.27,0.29,0.3,0.32,0.34,0.35,1
0.22,0.23,0.25,0.27,0.29,0.3,0.32,0.34,0.35,0.37,1
0.23,0.25,0.27,0.29,0.3,0.32,0.34,0.35,0.37,0.38,1
0.25,0.27,0.29,0.3,0.32,0.34,0.35,0.37,0.38,0.4,1
0.27,0.29,0.3,0.32,0.34,0.35,0.37,0.38,0.4,0.41,1
0.29,0.3,0.32,0.34,0.35,0.37,0.38,0.4,0.41,0.43,1
0.3,0.32,0.34,0.35,0.37,0.38,0.4,0.41,0.43,0.44,1
0.32,0.34,0.35,0.37,0.38,0.4,0.41,0.43,0.44,0.45,1
0.34,0.35,0.37,0.38,0.4,0.41,0.43,0.44,0.45,0.47,1
0.35,0.37,0.38,0.4,0.41,0.43,0.44,0.45,0.47,0.48,1
0.37,0.38,0.4,0.41,0.43,0.44,0.45,0.47,0.48,0.49,1
0.38,0.4,0.41,0.43,0.44,0.45,0.47,0.48,0.49,0.49,1
0.4,0.41,0.43,0.44,0.45,0.47,0.48,0.49,0.49,0.49,1
0.41,0.43,0.44,0.45,0.47,0.48,0.49,0.49,0.49,0.49,1
0.43,0.44,0.45,0.47,0.48,0.49,0.49,0.49,0.49,0.49,1
0.44,0.45,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.49,1
0.45,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.48,1
0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,1
0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,1
0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,1
0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.46,1
0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.46,0.44,1
0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.46,0.44,0.41,1
0.48,0.48,0.48,0.48,0.48,0.48,0.46,0.44,0.41,0.41,1
0.48,0.48,0.48,0.48,0.48,0.46,0.44,0.41,0.41,0.41,1
0.48,0.48,0.48,0.48,0.46,0.44,0.41,0.41,0.41,0.38,1
0.48,0.48,0.48,0.46,0.44,0.41,0.41,0.41,0.38,0.36,1
0.48,0.48,0.46,0.44,0.41,0.41,0.41,0.38,0.36,0.33,1
0.48,0.46,0.44,0.41,0.41,0.41,0.38,0.36,0.33,0.33,1
0.46,0.44,0.41,0.41,0.41,0.38,0.36,0.33,0.33,0.31,1
0.44,0.41,0.41,0.41,0.38,0.36,0.33,0.33,0.31,0.28,1
0.41,0.41,0.41,0.38,0.36,0.33,0.33,0.31,0.28,0.26,1
0.41,0.41,0.38,0.36,0.33,0.33,0.31,0.28,0.26,0.25,1
0.41,0.38,0.36,0.33,0.33,0.31,0.28,0.26,0.25,0.23,0
0.38,0.36,0.33,0.33,0.31,0.28,0.26,0.25,0.23,0.21,0
0.36,0.33,0.33,0.31,0.28,0.26,0.25,0.23,0.21,0.19,0
0.33,0.33,0.31,0.28,0.26,0.25,0.23,0.21,0.19,0.16,0
0.33,0.31,0.28,0.26,0.25,0.23,0.21,0.19,0.16,0.14,0
0.31,0.28,0.26,0.25,0.23,0.21,0.19,0.16,0.14,0.12,0
0.28,0.26,0.25,0.23,0.21,0.19,0.16,0.14,0.12,0.1,0
0.26,0.25,0.23,0.21,0.19,0.16,0.14,0.12,0.1,0.1,0
0.25,0.23,0.21,0.19,0.16,0.14,0.12,0.1,0.1,0.1,0
0.23,0.21,0.19,0.16,0.14,0.12,0.1,0.1,0.1,0.1,0
0.21,0.19,0.16,0.14,0.12,0.1,0.1,0.1,0.1,0.09,0
0.19,0.16,0.14,0.12,0.1,0.1,0.1,0.1,0.09,0.08,0
0.16,0.14,0.12,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0
0.14,0.12,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0
0.12,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0
0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0
0.1,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0
0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0
0.1,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0
0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0
0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0
0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0
0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0
0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0
0.08,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.12,0
0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.12,0.12,0
0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.12,0.12,0.13,0
0.08,0.09,0.09,0.1,0.1,0.11,0.12,0.12,0.13,0.13,0
0.09,0.09,0.1,0.1,0.11,0.12,0.12,0.13,0.13,0.14,0
0.09,0.1,0.1,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0
0.1,0.1,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.15,0
0.1,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.15,0.16,0
0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.15,0.16,0.17,0
0.12,0.12,0.13,0.13,0.14,0.15,0.15,0.16,0.17,0.19,0
0.12,0.13,0.13,0.14,0.15,0.15,0.16,0.17,0.19,0.21,0
0.13,0.13,0.14,0.15,0.15,0.16,0.17,0.19,0.21,0.23,0
0.13,0.14,0.15,0.15,0.16,0.17,0.19,0.21,0.23,0.25,1
0.14,0.15,0.15,0.16,0.17,0.19,0.21,0.23,0.25,0.27,1
0.15,0.15,0.16,0.17,0.19,0.21,0.23,0.25,0.27,0.29,1
0.15,0.16,0.17,0.19,0.21,0.23,0.25,0.27,0.29,0.3,1
0.16,0.17,0.19,0.21,0.23,0.25,0.27,0.29,0.3,0.32,1
0.17,0.19,0.21,0.23,0.25,0.27,0.29,0.3,0.32,0.33,1
0.19,0.21,0.23,0.25,0.27,0.29,0.3,0.32,0.33,0.35,1
0.21,0.23,0.25,0.27,0.29,0.3,0.32,0.33,0.35,0.37,1
0.23,0.25,0.27,0.29,0.3,0.32,0.33,0.35,0.37,0.38,1
0.25,0.27,0.29,0.3,0.32,0.33,0.35,0.37,0.38,0.4,1
0.27,0.29,0.3,0.32,0.33,0.35,0.37,0.38,0.4,0.41,1
0.29,0.3,0.32,0.33,0.35,0.37,0.38,0.4,0.41,0.43,1
0.3,0.32,0.33,0.35,0.37,0.38,0.4,0.41,0.43,0.44,1
0.32,0.33,0.35,0.37,0.38,0.4,0.41,0.43,0.44,0.46,1
0.33,0.35,0.37,0.38,0.4,0.41,0.43,0.44,0.46,0.47,1
0.35,0.37,0.38,0.4,0.41,0.43,0.44,0.46,0.47,0.49,1
0.37,0.38,0.4,0.41,0.43,0.44,0.46,0.47,0.49,0.49,1
0.38,0.4,0.41,0.43,0.44,0.46,0.47,0.49,0.49,0.49,1
0.4,0.41,0.43,0.44,0.46,0.47,0.49,0.49,0.49,0.49,1
0.41,0.43,0.44,0.46,0.47,0.49,0.49,0.49,0.49,0.48,1
0.43,0.44,0.46,0.47,0.49,0.49,0.49,0.49,0.48,0.48,1
0.44,0.46,0.47,0.49,0.49,0.49,0.49,0.48,0.48,0.48,1
0.46,0.47,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,1
0.47,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,1
0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,1
0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,1
0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,1
0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,1
0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,1
0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,1
0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,1
0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,1
0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1
0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1
0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,1
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.44,1
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.44,0.43,1
0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.44,0.43,0.41,1
0.47,0.47,0.47,0.47,0.47,0.46,0.44,0.43,0.41,0.39,1
0.47,0.47,0.47,0.47,0.46,0.44,0.43,0.41,0.39,0.38,1
0.47,0.47,0.47,0.46,0.44,0.43,0.41,0.39,0.38,0.36,1
0.47,0.47,0.46,0.44,0.43,0.41,0.39,0.38,0.36,0.34,1
0.47,0.46,0.44,0.43,0.41,0.39,0.38,0.36,0.34,0.32,1
0.46,0.44,0.43,0.41,0.39,0.38,0.36,0.34,0.32,0.3,1
0.44,0.43,0.41,0.39,0.38,0.36,0.34,0.32,0.3,0.27,1
0.43,0.41,0.39,0.38,0.36,0.34,0.32,0.3,0.27,0.25,1
0.41,0.39,0.38,0.36,0.34,0.32,0.3,0.27,0.25,0.22,0
0.39,0.38,0.36,0.34,0.32,0.3,0.27,0.25,0.22,0.2,0
0.38,0.36,0.34,0.32,0.3,0.27,0.25,0.22,0.2,0.18,0
0.36,0.34,0.32,0.3,0.27,0.25,0.22,0.2,0.18,0.15,0
0.34,0.32,0.3,0.27,0.25,0.22,0.2,0.18,0.15,0.13,0
0.32,0.3,0.27,0.25,0.22,0.2,0.18,0.15,0.13,0.11,0
0.3,0.27,0.25,0.22,0.2,0.18,0.15,0.13,0.11,0.09,0
0.27,0.25,0.22,0.2,0.18,0.15,0.13,0.11,0.09,0.07,0
0.25,0.22,0.2,0.18,0.15,0.13,0.11,0.09,0.07,0.07,0
0.22,0.2,0.18,0.15,0.13,0.11,0.09,0.07,0.07,0.07,0
0.2,0.18,0.15,0.13,0.11,0.09,0.07,0.07,0.07,0.06,0
0.18,0.15,0.13,0.11,0.09,0.07,0.07,0.07,0.06,0.05,0
0.15,0.13,0.11,0.09,0.07,0.07,0.07,0.06,0.05,0.06,0
0.13,0.11,0.09,0.07,0.07,0.07,0.06,0.05,0.06,0.05,0
0.11,0.09,0.07,0.07,0.07,0.06,0.05,0.06,0.05,0.05,0
0.09,0.07,0.07,0.07,0.06,0.05,0.06,0.05,0.05,0.06,0
0.07,0.07,0.07,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0
0.07,0.07,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.07,0
0.07,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.07,0.08,0
0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.07,0.08,0.08,0
0.05,0.06,0.05,0.05,0.06,0.06,0.07,0.08,0.08,0.09,0
0.06,0.05,0.05,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0
0.05,0.05,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.1,0
0.05,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.1,0.11,0
0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0
0.06,0.07,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0
0.07,0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.13,0
0.08,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.13,0.13,0
0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.13,0.13,0.13,0
0.09,0.09,0.1,0.11,0.11,0.12,0.13,0.13,0.13,0.14,0
0.09,0.1,0.11,0.11,0.12,0.13,0.13,0.13,0.14,0.16,0
0.1,0.11,0.11,0.12,0.13,0.13,0.13,0.14,0.16,0.18,0
0.11,0.11,0.12,0.13,0.13,0.13,0.14,0.16,0.18,0.2,0
0.11,0.12,0.13,0.13,0.13,0.14,0.16,0.18,0.2,0.22,0
0.12,0.13,0.13,0.13,0.14,0.16,0.18,0.2,0.22,0.24,0
0.13,0.13,0.13,0.14,0.16,0.18,0.2,0.22,0.24,0.25,1
0.13,0.13,0.14,0.16,0.18,0.2,0.22,0.24,0.25,0.27,1
0.13,0.14,0.16,0.18,0.2,0.22,0.24,0.25,0.27,0.29,1
0.14,0.16,0.18,0.2,0.22,0.24,0.25,0.27,0.29,0.31,1
0.16,0.18,0.2,0.22,0.24,0.25,0.27,0.29,0.31,0.32,1
0.18,0.2,0.22,0.24,0.25,0.27,0.29,0.31,0.32,0.34,1
0.2,0.22,0.24,0.25,0.27,0.29,0.31,0.32,0.34,0.36,1
0.22,0.24,0.25,0.27,0.29,0.31,0.32,0.34,0.36,0.37,1
0.24,0.25,0.27,0.29,0.31,0.32,0.34,0.36,0.37,0.39,1
0.25,0.27,0.29,0.31,0.32,0.34,0.36,0.37,0.39,0.41,1
0.27,0.29,0.31,0.32,0.34,0.36,0.37,0.39,0.41,0.42,1
0.29,0.31,0.32,0.34,0.36,0.37,0.39,0.41,0.42,0.44,1
0.31,0.32,0.34,0.36,0.37,0.39,0.41,0.42,0.44,0.45,1
0.32,0.34,0.36,0.37,0.39,0.41,0.42,0.44,0.45,0.47,1
0.34,0.36,0.37,0.39,0.41,0.42,0.44,0.45,0.47,0.48,1
0.36,0.37,0.39,0.41,0.42,0.44,0.45,0.47,0.48,0.49,1
0.37,0.39,0.41,0.42,0.44,0.45,0.47,0.48,0.49,0.49,1
0.39,0.41,0.42,0.44,0.45,0.47,0.48,0.49,0.49,0.49,1
0.41,0.42,0.44,0.45,0.47,0.48,0.49,0.49,0.49,0.48,1
0.42,0.44,0.45,0.47,0.48,0.49,0.49,0.49,0.48,0.47,1
0.44,0.45,0.47,0.48,0.49,0.49,0.49,0.48,0.47,0.47,1
0.45,0.47,0.48,0.49,0.49,0.49,0.48,0.47,0.47,0.47,1
0.47,0.48,0.49,0.49,0.49,0.48,0.47,0.47,0.47,0.46,1
0.48,0.49,0.49,0.49,0.48,0.47,0.47,0.47,0.46,0.47,1
0.49,0.49,0.49,0.48,0.47,0.47,0.47,0.46,0.47,0.47,1
0.49,0.49,0.48,0.47,0.47,0.47,0.46,0.47,0.47,0.47,1
0.49,0.48,0.47,0.47,0.47,0.46,0.47,0.47,0.47,0.47,1
0.48,0.47,0.47,0.47,0.46,0.47,0.47,0.47,0.47,0.47,1
0.47,0.47,0.47,0.46,0.47,0.47,0.47,0.47,0.47,0.46,1
0.47,0.47,0.46,0.47,0.47,0.47,0.47,0.47,0.46,0.46,1
0.47,0.46,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,1
0.46,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,1
0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,1
0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,1
0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,1
0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,1
0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,1
0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,1
0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,1
0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.46,1
0.46,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.46,0.45,1
0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.46,0.45,0.43,1
0.45,0.45,0.45,0.45,0.45,0.46,0.46,0.45,0.43,0.41,1
0.45,0.45,0.45,0.45,0.46,0.46,0.45,0.43,0.41,0.39,1
0.45,0.45,0.45,0.46,0.46,0.45,0.43,0.41,0.39,0.37,1
0.45,0.45,0.46,0.46,0.45,0.43,0.41,0.39,0.37,0.35,1
0.45,0.46,0.46,0.45,0.43,0.41,0.39,0.37,0.35,0.35,1
0.46,0.46,0.45,0.43,0.41,0.39,0.37,0.35,0.35,0.34,1
0.46,0.45,0.43,0.41,0.39,0.37,0.35,0.35,0.34,0.32,1
0.45,0.43,0.41,0.39,0.37,0.35,0.35,0.34,0.32,0.3,1
0.43,0.41,0.39,0.37,0.35,0.35,0.34,0.32,0.3,0.28,1
0.41,0.39,0.37,0.35,0.35,0.34,0.32,0.3,0.28,0.25,1
0.39,0.37,0.35,0.35,0.34,0.32,0.3,0.28,0.25,0.23,0
0.37,0.35,0.35,0.34,0.32,0.3,0.28,0.25,0.23,0.21,0
0.35,0.35,0.34,0.32,0.3,0.28,0.25,0.23,0.21,0.19,0
0.35,0.34,0.32,0.3,0.28,0.25,0.23,0.21,0.19,0.17,0
0.34,0.32,0.3,0.28,0.25,0.23,0.21,0.19,0.17,0.14,0
0.32,0.3,0.28,0.25,0.23,0.21,0.19,0.17,0.14,0.12,0
0.3,0.28,0.25,0.23,0.21,0.19,0.17,0.14,0.12,0.1,0
0.28,0.25,0.23,0.21,0.19,0.17,0.14,0.12,0.1,0.09,0
0.25,0.23,0.21,0.19,0.17,0.14,0.12,0.1,0.09,0.07,0
0.23,0.21,0.19,0.17,0.14,0.12,0.1,0.09,0.07,0.08,0
0.21,0.19,0.17,0.14,0.12,0.1,0.09,0.07,0.08,0.08,0
0.19,0.17,0.14,0.12,0.1,0.09,0.07,0.08,0.08,0.08,0
0.17,0.14,0.12,0.1,0.09,0.07,0.08,0.08,0.08,0.09,0
0.14,0.12,0.1,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0
0.12,0.1,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.06,0
0.1,0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.06,0.05,0
0.09,0.07,0.08,0.08,0.08,0.09,0.08,0.06,0.05,0.06,0
0.07,0.08,0.08,0.08,0.09,0.08,0.06,0.05,0.06,0.07,0
0.08,0.08,0.08,0.09,0.08,0.06,0.05,0.06,0.07,0.07,0
0.08,0.08,0.09,0.08,0.06,0.05,0.06,0.07,0.07,0.08,0
0.08,0.09,0.08,0.06,0.05,0.06,0.07,0.07,0.08,0.09,0
0.09,0.08,0.06,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0
0.08,0.06,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.1,0
0.06,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0
0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.11,0
0.06,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.11,0.12,0
0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.11,0.12,0.12,0
0.07,0.08,0.09,0.09,0.1,0.1,0.11,0.12,0.12,0.13,0
0.08,0.09,0.09,0.1,0.1,0.11,0.12,0.12,0.13,0.13,0
0.09,0.09,0.1,0.1,0.11,0.12,0.12,0.13,0.13,0.15,0
0.09,0.1,0.1,0.11,0.12,0.12,0.13,0.13,0.15,0.17,0
0.1,0.1,0.11,0.12,0.12,0.13,0.13,0.15,0.17,0.19,0
0.1,0.11,0.12,0.12,0.13,0.13,0.15,0.17,0.19,0.21,0
0.11,0.12,0.12,0.13,0.13,0.15,0.17,0.19,0.21,0.23,0
0.12,0.12,0.13,0.13,0.15,0.17,0.19,0.21,0.23,0.25,1
0.12,0.13,0.13,0.15,0.17,0.19,0.21,0.23,0.25,0.26,1
